student_id,hours_studied,previous_score,attendance,sleep_hours,extracurricular,parent_education,internet_access,final_score,extracurricular_encoded,parent_education_encoded,internet_access_encoded
427,9,86,93,8.3,Yes,Master,Yes,100.0,1,2,1
428,5,88,73,9.2,No,Master,No,99.42,0,2,0
429,8,50,74,8.3,No,PhD,Yes,76.37,0,3,1
430,13,60,56,8.8,Yes,PhD,Yes,100.0,1,3,1
431,1,65,55,6.0,Yes,Bachelor,Yes,67.11,1,0,1
432,14,64,73,8.9,Yes,PhD,Yes,100.0,1,3,1
433,5,61,82,4.5,No,PhD,Yes,81.3,0,3,1
434,3,98,98,9.4,No,PhD,Yes,100.0,0,3,1
435,12,66,78,7.3,Yes,PhD,Yes,100.0,1,3,1
436,1,88,92,8.9,Yes,High School,Yes,100.0,1,1,1
437,4,52,71,6.7,Yes,PhD,Yes,73.69,1,3,1
438,13,72,75,7.9,No,High School,Yes,100.0,0,1,1
439,5,73,77,7.2,Yes,High School,Yes,85.47,1,1,1
440,7,80,99,8.4,No,PhD,Yes,98.67,0,3,1
441,1,74,70,4.5,No,Master,No,82.0,0,2,0
442,3,40,98,4.4,Yes,High School,No,74.72,1,1,0
443,2,60,56,5.5,Yes,Master,Yes,61.29,1,2,1
444,9,87,66,5.0,Yes,Master,No,91.69,1,2,0
445,10,94,69,9.2,No,PhD,Yes,100.0,0,3,1
446,6,45,90,5.3,No,Bachelor,Yes,78.19,0,0,1
447,10,67,98,9.9,No,PhD,Yes,100.0,0,3,1
448,3,56,69,6.0,No,Bachelor,Yes,66.93,0,0,1
449,8,44,71,5.1,Yes,Bachelor,No,75.32,1,0,0
450,14,70,77,8.7,No,PhD,Yes,100.0,0,3,1
451,8,44,89,8.0,No,PhD,Yes,84.13,0,3,1
452,2,77,98,7.0,Yes,Bachelor,Yes,80.3,1,0,1
453,6,42,56,7.3,No,PhD,Yes,65.6,0,3,1
454,7,92,50,8.3,No,Bachelor,No,86.69,0,0,0
455,2,62,81,5.4,No,Master,Yes,72.28,0,2,1
456,11,76,62,10.0,No,PhD,Yes,100.0,0,3,1
457,10,92,79,9.8,No,Master,Yes,100.0,0,2,1
458,2,76,72,7.9,No,High School,Yes,77.88,0,1,1
459,10,49,68,5.2,Yes,Master,Yes,90.31,1,2,1
460,1,49,81,8.1,Yes,Master,Yes,73.86,1,2,1
461,8,58,79,4.4,No,Bachelor,Yes,84.4,0,0,1
462,1,56,78,4.2,Yes,Master,Yes,71.23,1,2,1
463,9,60,98,5.5,Yes,PhD,No,100.0,1,3,0
464,11,53,94,6.8,No,Bachelor,No,86.75,0,0,0
465,6,48,78,9.2,No,High School,Yes,81.57,0,1,1
466,7,85,79,8.4,No,PhD,Yes,94.67,0,3,1
467,13,40,65,8.5,No,High School,Yes,90.53,0,1,1
468,10,90,89,6.6,Yes,Master,Yes,100.0,1,2,1
469,7,84,68,6.1,Yes,PhD,Yes,94.96,1,3,1
470,10,52,67,6.2,Yes,PhD,Yes,86.92,1,3,1
471,3,43,50,9.9,No,High School,Yes,66.73,0,1,1
472,2,40,63,4.2,No,PhD,Yes,57.79,0,3,1
473,9,88,96,9.2,Yes,PhD,Yes,100.0,1,3,1
474,8,79,99,7.5,No,PhD,Yes,100.0,0,3,1
475,13,71,51,6.6,No,Master,Yes,92.65,0,2,1
476,12,73,77,8.4,No,High School,Yes,98.91,0,1,1
477,10,67,98,6.9,No,PhD,Yes,100.0,0,3,1
478,7,70,99,9.2,Yes,Bachelor,Yes,100.0,1,0,1
479,9,47,79,9.4,No,Bachelor,Yes,98.93,0,0,1
480,4,78,87,6.5,No,Bachelor,Yes,90.01,0,0,1
481,13,65,53,5.7,No,Bachelor,Yes,85.56,0,0,1
482,4,97,50,7.6,No,Master,Yes,85.08,0,2,1
483,1,73,57,9.5,No,PhD,No,75.46,0,3,0
484,8,93,78,5.3,No,High School,Yes,100.0,0,1,1
485,14,93,88,7.7,Yes,PhD,Yes,100.0,1,3,1
486,14,42,52,7.8,No,Master,Yes,76.9,0,2,1
487,12,98,81,8.4,No,Bachelor,Yes,100.0,0,0,1
488,3,89,59,4.8,No,Master,Yes,81.85,0,2,1
489,7,51,59,8.3,Yes,PhD,Yes,76.81,1,3,1
490,12,40,68,9.5,Yes,High School,Yes,95.32,1,1,1
491,2,93,95,5.1,Yes,Master,No,79.47,1,2,0
492,2,83,83,5.4,No,High School,Yes,82.52,0,1,1
493,7,44,82,9.8,No,Master,Yes,83.44,0,2,1
494,6,69,72,5.1,Yes,High School,No,88.37,1,1,0
495,3,69,77,9.1,No,High School,Yes,76.68,0,1,1
496,9,98,81,7.0,No,Bachelor,No,100.0,0,0,0
497,10,96,99,5.5,No,High School,Yes,100.0,0,1,1
498,14,56,56,9.2,No,Bachelor,No,94.88,0,0,0
499,13,87,78,6.7,No,PhD,Yes,100.0,0,3,1
500,6,86,57,7.1,No,PhD,Yes,86.71,0,3,1
